mandelbrot_seq , 4096 , 1 , 1 ,20,832
mandelbrot_seq , 4096 , 1 , 1 ,20,803
mandelbrot_seq , 4096 , 1 , 1 ,20,805
mandelbrot_seq , 4096 , 1 , 1 ,20,805
mandelbrot_seq , 4096 , 1 , 1 ,20,803
mandelbrot_seq , 4096 , 1 , 1 ,20,803
mandelbrot_seq , 4096 , 1 , 1 ,20,804
mandelbrot_seq , 4096 , 1 , 1 ,20,805
mandelbrot_seq , 4096 , 1 , 1 ,20,806
mandelbrot_seq , 4096 , 1 , 1 ,20,806
mandelbrot_seq , 4096 , 1 , 1 ,20,804
mandelbrot_seq , 4096 , 1 , 1 ,20,805
mandelbrot_seq , 4096 , 1 , 1 ,20,805
mandelbrot_seq , 4096 , 1 , 1 ,20,806
mandelbrot_seq , 4096 , 1 , 1 ,20,807
mandelbrot_pth , 4096 , 1 , 1 ,20,808
mandelbrot_pth , 4096 , 1 , 1 ,20,808
mandelbrot_pth , 4096 , 1 , 1 ,20,807
mandelbrot_pth , 4096 , 1 , 1 ,20,808
mandelbrot_pth , 4096 , 1 , 1 ,20,808
mandelbrot_pth , 4096 , 1 , 1 ,20,806
mandelbrot_pth , 4096 , 1 , 1 ,20,808
mandelbrot_pth , 4096 , 1 , 1 ,20,805
mandelbrot_pth , 4096 , 1 , 1 ,20,804
mandelbrot_pth , 4096 , 1 , 1 ,20,808
mandelbrot_pth , 4096 , 1 , 1 ,20,806
mandelbrot_pth , 4096 , 1 , 1 ,20,804
mandelbrot_pth , 4096 , 1 , 1 ,20,807
mandelbrot_pth , 4096 , 1 , 1 ,20,808
mandelbrot_pth , 4096 , 1 , 1 ,20,810
mandelbrot_pth , 4096 , 1 , 2 ,11,086
mandelbrot_pth , 4096 , 1 , 2 ,11,085
mandelbrot_pth , 4096 , 1 , 2 ,11,089
mandelbrot_pth , 4096 , 1 , 2 ,11,089
mandelbrot_pth , 4096 , 1 , 2 ,11,087
mandelbrot_pth , 4096 , 1 , 2 ,11,094
mandelbrot_pth , 4096 , 1 , 2 ,11,090
mandelbrot_pth , 4096 , 1 , 2 ,11,097
mandelbrot_pth , 4096 , 1 , 2 ,11,110
mandelbrot_pth , 4096 , 1 , 2 ,11,133
mandelbrot_pth , 4096 , 1 , 2 ,11,152
mandelbrot_pth , 4096 , 1 , 2 ,11,159
mandelbrot_pth , 4096 , 1 , 2 ,11,148
mandelbrot_pth , 4096 , 1 , 2 ,11,151
mandelbrot_pth , 4096 , 1 , 2 ,11,123
mandelbrot_pth , 4096 , 1 , 4 ,6,866
mandelbrot_pth , 4096 , 1 , 4 ,6,999
mandelbrot_pth , 4096 , 1 , 4 ,6,985
mandelbrot_pth , 4096 , 1 , 4 ,6,968
mandelbrot_pth , 4096 , 1 , 4 ,6,991
mandelbrot_pth , 4096 , 1 , 4 ,7,001
mandelbrot_pth , 4096 , 1 , 4 ,6,985
mandelbrot_pth , 4096 , 1 , 4 ,6,994
mandelbrot_pth , 4096 , 1 , 4 ,6,972
mandelbrot_pth , 4096 , 1 , 4 ,6,991
mandelbrot_pth , 4096 , 1 , 4 ,6,982
mandelbrot_pth , 4096 , 1 , 4 ,6,980
mandelbrot_pth , 4096 , 1 , 4 ,6,975
mandelbrot_pth , 4096 , 1 , 4 ,6,955
mandelbrot_pth , 4096 , 1 , 4 ,6,993
mandelbrot_pth , 4096 , 1 , 8 ,4,963
mandelbrot_pth , 4096 , 1 , 8 ,4,989
mandelbrot_pth , 4096 , 1 , 8 ,4,994
mandelbrot_pth , 4096 , 1 , 8 ,4,985
mandelbrot_pth , 4096 , 1 , 8 ,4,982
mandelbrot_pth , 4096 , 1 , 8 ,4,990
mandelbrot_pth , 4096 , 1 , 8 ,4,995
mandelbrot_pth , 4096 , 1 , 8 ,4,983
mandelbrot_pth , 4096 , 1 , 8 ,4,995
mandelbrot_pth , 4096 , 1 , 8 ,4,974
mandelbrot_pth , 4096 , 1 , 8 ,4,979
mandelbrot_pth , 4096 , 1 , 8 ,5,009
mandelbrot_pth , 4096 , 1 , 8 ,4,976
mandelbrot_pth , 4096 , 1 , 8 ,5,049
mandelbrot_pth , 4096 , 1 , 8 ,4,970
mandelbrot_pth , 4096 , 1 , 16 ,4,860
mandelbrot_pth , 4096 , 1 , 16 ,4,785
mandelbrot_pth , 4096 , 1 , 16 ,4,864
mandelbrot_pth , 4096 , 1 , 16 ,4,821
mandelbrot_pth , 4096 , 1 , 16 ,4,847
mandelbrot_pth , 4096 , 1 , 16 ,4,879
mandelbrot_pth , 4096 , 1 , 16 ,4,853
mandelbrot_pth , 4096 , 1 , 16 ,4,905
mandelbrot_pth , 4096 , 1 , 16 ,4,854
mandelbrot_pth , 4096 , 1 , 16 ,4,841
mandelbrot_pth , 4096 , 1 , 16 ,4,860
mandelbrot_pth , 4096 , 1 , 16 ,4,881
mandelbrot_pth , 4096 , 1 , 16 ,4,906
